201,Prodder,asian,expensive,flatiron,2:39,1.4,true
202,Bitwolf,middle eastern,expensive,soho,1:34,4.7,true
203,Tampflex,american,medium,upper east side,23:57,1.7,false
204,Subin,italian,expensive,williamsburg,14:29,0.3,false
205,Sonsing,american,expensive,greenwich village,22:13,4.3,true
206,Andalax,asian,cheap,harlem,18:45,1.1,false
207,Lotlux,american,expensive,williamsburg,3:19,4.7,true
208,Cardguard,african,cheap,williamsburg,16:26,3.5,true
209,Fix San,asian,medium,lower east side,6:09,3.9,true
210,Fixflex,african,expensive,tribeca,18:06,2.0,true
211,Zathin,middle eastern,cheap,flatiron,2:04,2.4,true
212,Otcom,french,medium,lower east side,13:57,4.0,true
213,Y-Solowarm,asian,cheap,soho,10:36,2.9,false
214,Viva,french,expensive,tribeca,21:02,0.1,false
215,Bamity,asian,medium,harlem,4:52,3.2,false
216,Rank,american,medium,harlem,9:25,2.5,false
217,Domainer,latin american,medium,upper east side,11:47,3.3,false
218,Job,american,expensive,upper east side,3:49,2.1,true
219,Cardguard,middle eastern,expensive,harlem,14:20,1.5,true
220,Zaam-Dox,asian,expensive,upper east side,14:08,1.1,true
221,Lotlux,italian,medium,williamsburg,21:05,0.2,true
222,Y-find,african,cheap,harlem,18:12,4.5,true
223,Namfix,asian,expensive,harlem,18:14,4.5,true
224,Toughjoyfax,middle eastern,expensive,upper east side,20:46,0.5,false
225,Namfix,latin american,expensive,williamsburg,19:57,2.0,true
226,Opela,french,expensive,harlem,10:27,1.2,true
227,Vagram,african,expensive,tribeca,2:19,0.4,false
228,Tampflex,latin american,expensive,upper east side,20:36,3.5,false
229,Overhold,african,cheap,flatiron,18:35,1.0,true
230,Alphazap,italian,medium,lower east side,22:20,4.1,false
231,Treeflex,african,expensive,harlem,0:40,1.3,true
232,Veribet,middle eastern,medium,soho,6:52,1.3,true
233,Prodder,italian,medium,upper east side,21:06,1.3,false
234,Keylex,italian,cheap,greenwich village,18:01,0.4,false
235,Cookley,american,medium,upper east side,3:18,2.4,false
236,Domainer,french,cheap,williamsburg,20:05,2.6,true
237,Gembucket,french,medium,soho,21:19,0.5,true
238,Otcom,american,medium,upper east side,9:50,4.8,true
239,Duobam,asian,cheap,flatiron,2:11,0.4,true
240,Viva,latin american,cheap,upper east side,7:58,3.1,true
241,Vagram,italian,medium,greenwich village,0:05,2.0,true
242,Stim,asian,expensive,tribeca,23:55,1.5,true
243,Lotlux,middle eastern,expensive,tribeca,11:45,0.9,true
244,Cardify,african,medium,tribeca,7:58,1.6,true
245,Konklux,african,cheap,flatiron,19:05,0.2,false
246,Pannier,middle eastern,expensive,flatiron,23:14,1.7,true
247,Cookley,american,expensive,upper east side,7:48,1.0,true
248,Otcom,french,cheap,lower east side,8:11,4.3,false
249,Cookley,asian,medium,soho,20:58,3.1,true
250,Subin,french,medium,lower east side,11:04,1.3,true
251,Tin,french,medium,williamsburg,10:15,4.9,true
252,Flowdesk,french,cheap,flatiron,18:52,0.7,true
253,Duobam,american,cheap,harlem,17:50,1.1,true
254,Subin,american,expensive,harlem,0:24,4.0,true
255,Namfix,african,expensive,lower east side,4:50,5.0,false
256,Subin,middle eastern,cheap,tribeca,12:14,0.5,true
257,Sonair,italian,expensive,upper east side,7:39,1.8,false
258,Stim,african,cheap,harlem,21:30,2.2,false
259,Cookley,asian,expensive,harlem,8:58,0.4,true
260,Solarbreeze,french,cheap,greenwich village,19:23,2.1,true
261,Duobam,african,medium,lower east side,7:45,4.8,false
262,Toughjoyfax,middle eastern,expensive,williamsburg,5:27,4.9,false
263,Pannier,italian,cheap,greenwich village,2:34,0.9,true
264,Rank,middle eastern,expensive,greenwich village,13:43,0.6,false
265,Subin,asian,medium,tribeca,13:42,4.7,true
266,Y-find,asian,expensive,greenwich village,8:49,0.5,false
267,Holdlamis,american,medium,flatiron,6:34,3.5,false
268,Biodex,italian,expensive,greenwich village,15:52,4.9,true
269,Toughjoyfax,african,expensive,flatiron,3:24,0.3,false
270,Bytecard,african,medium,greenwich village,23:06,4.1,true
271,Bitchip,italian,medium,lower east side,22:13,0.8,true
272,Aerified,asian,expensive,upper east side,15:38,1.3,true
273,Pannier,american,expensive,greenwich village,21:19,4.5,true
274,Fix San,asian,cheap,greenwich village,3:20,2.6,false
275,Zoolab,italian,medium,upper east side,16:50,1.7,true
276,Job,latin american,cheap,harlem,1:01,1.4,true
277,Treeflex,french,cheap,harlem,7:09,0.2,false
278,Bytecard,french,medium,soho,17:08,3.7,false
279,Bamity,american,expensive,williamsburg,0:54,1.4,true
280,Job,middle eastern,medium,greenwich village,11:24,3.3,false
281,Zontrax,asian,cheap,flatiron,6:22,1.8,true
282,Sonair,african,medium,harlem,20:56,4.3,true
283,Cardguard,asian,medium,greenwich village,13:19,1.7,true
284,Sub-Ex,asian,expensive,harlem,16:55,1.2,true
285,Zaam-Dox,middle eastern,expensive,lower east side,9:13,4.9,true
286,Keylex,african,cheap,greenwich village,14:50,4.1,false
287,Flowdesk,african,cheap,lower east side,22:30,4.2,true
288,Matsoft,french,medium,flatiron,13:57,0.8,false
289,Stringtough,american,expensive,soho,0:38,2.9,true
290,Pannier,american,expensive,harlem,6:16,4.9,true
291,Overhold,latin american,cheap,greenwich village,6:58,1.7,true
292,Matsoft,middle eastern,cheap,harlem,11:36,3.0,true
293,Konklux,african,medium,flatiron,7:14,4.0,true
294,Tin,african,cheap,tribeca,21:48,0.6,false
295,Kanlam,latin american,medium,upper east side,3:57,0.8,true
296,It,american,expensive,williamsburg,20:52,3.9,false
297,Prodder,american,expensive,upper east side,7:43,4.8,false
298,Bamity,african,expensive,harlem,10:12,0.9,false
299,Fix San,african,cheap,upper east side,15:17,2.6,true
300,Temp,middle eastern,medium,tribeca,13:44,4.1,true
301,Regrant,latin american,medium,lower east side,16:33,0.5,true
302,Konklux,asian,expensive,tribeca,14:13,4.4,false
303,Tres-Zap,latin american,cheap,harlem,21:10,1.9,true
304,Konklux,latin american,cheap,harlem,0:53,1.2,true
305,Domainer,middle eastern,cheap,upper east side,16:02,3.1,false
306,Subin,italian,cheap,soho,7:23,2.2,true
307,Trippledex,middle eastern,medium,tribeca,20:55,0.5,true
308,Tampflex,asian,medium,harlem,4:03,1.2,true
309,Keylex,american,medium,upper east side,7:32,1.7,true
310,Fix San,latin american,cheap,williamsburg,2:09,2.0,true
311,Holdlamis,american,cheap,harlem,1:40,3.0,false
312,Subin,french,expensive,upper east side,1:55,2.3,true
313,Namfix,latin american,expensive,lower east side,2:46,4.4,false
314,Overhold,american,cheap,upper east side,1:02,0.4,false
315,Aerified,african,expensive,lower east side,14:05,1.0,false
316,Veribet,latin american,expensive,upper east side,0:17,3.8,true
317,Sonair,french,cheap,soho,0:45,0.5,true
318,Fixflex,american,cheap,soho,17:03,2.2,true
319,Vagram,african,medium,upper east side,6:19,1.4,true
320,Mat Lam Tam,asian,cheap,upper east side,17:14,4.5,true
321,Prodder,french,medium,harlem,18:40,0.1,true
322,Temp,asian,expensive,lower east side,1:13,0.2,false
323,Duobam,italian,medium,williamsburg,16:28,2.2,true
324,Alpha,latin american,medium,williamsburg,4:07,3.0,true
325,Temp,asian,medium,soho,22:07,4.2,false
326,Ventosanzap,italian,medium,lower east side,10:52,3.7,true
327,Prodder,african,medium,williamsburg,23:46,1.1,true
328,Gembucket,asian,medium,williamsburg,23:38,3.7,true
329,Ventosanzap,asian,cheap,lower east side,7:31,1.8,true
330,Flowdesk,french,medium,lower east side,20:52,0.0,true
331,Biodex,latin american,medium,flatiron,3:24,3.4,true
332,Matsoft,american,expensive,greenwich village,7:25,4.0,false
333,Redhold,italian,cheap,soho,0:28,4.5,false
334,Zontrax,middle eastern,expensive,williamsburg,6:37,1.8,false
335,Ronstring,italian,medium,harlem,4:19,3.2,true
336,Job,asian,expensive,upper east side,22:55,3.8,false
337,Stronghold,french,cheap,flatiron,14:28,1.4,true
338,Sonair,american,expensive,harlem,22:03,4.8,true
339,Bitwolf,asian,expensive,upper east side,19:37,0.5,true
340,Mat Lam Tam,latin american,medium,tribeca,17:25,4.0,true
341,Stringtough,american,cheap,lower east side,23:34,1.5,true
342,Holdlamis,american,cheap,tribeca,6:33,4.1,true
343,Regrant,latin american,medium,greenwich village,23:35,1.2,true
344,Tresom,french,expensive,lower east side,18:33,0.6,false
345,Zaam-Dox,african,medium,tribeca,22:50,0.7,false
346,Stim,american,medium,flatiron,12:35,3.5,false
347,Quo Lux,middle eastern,expensive,tribeca,4:10,1.3,false
348,Voyatouch,asian,cheap,lower east side,5:09,3.7,true
349,Bamity,italian,medium,greenwich village,4:32,4.1,false
350,Stringtough,latin american,expensive,flatiron,8:16,0.3,false
351,Mat Lam Tam,latin american,medium,greenwich village,11:28,2.0,true
352,Voltsillam,middle eastern,cheap,flatiron,0:59,1.6,true
353,Kanlam,african,expensive,soho,4:01,4.4,true
354,Zaam-Dox,italian,cheap,williamsburg,0:22,3.9,true
355,Keylex,middle eastern,cheap,greenwich village,22:19,4.1,true
356,Stronghold,italian,cheap,upper east side,6:33,2.5,true
357,Stringtough,asian,cheap,tribeca,15:27,3.7,true
358,Hatity,african,expensive,soho,5:17,1.1,false
359,Duobam,middle eastern,expensive,upper east side,21:47,1.3,true
360,Vagram,african,cheap,williamsburg,3:12,1.0,false
361,Tin,italian,cheap,tribeca,1:20,0.5,true
362,Redhold,middle eastern,cheap,soho,19:11,3.0,true
363,Trippledex,latin american,medium,lower east side,16:42,3.7,false
364,Stronghold,french,expensive,soho,3:04,2.6,false
365,Mat Lam Tam,italian,expensive,williamsburg,12:24,4.7,true
366,Sonair,french,expensive,soho,23:46,4.8,false
367,Y-Solowarm,middle eastern,cheap,lower east side,5:16,0.7,false
368,Cookley,latin american,cheap,lower east side,0:55,2.9,true
369,Andalax,italian,cheap,tribeca,17:36,0.3,false
370,Kanlam,italian,medium,upper east side,7:53,4.5,true
371,Flexidy,asian,medium,soho,12:03,4.9,false
372,Y-Solowarm,american,medium,flatiron,3:12,3.3,false
373,Stronghold,italian,expensive,williamsburg,8:11,3.5,false
374,Job,middle eastern,medium,upper east side,19:57,4.9,false
375,Overhold,asian,cheap,lower east side,10:43,4.5,false
376,Lotstring,italian,cheap,upper east side,18:54,5.0,false
377,Otcom,middle eastern,medium,williamsburg,14:59,0.7,true
378,Asoka,american,medium,greenwich village,8:56,0.9,true
379,Aerified,asian,expensive,soho,8:32,2.2,true
380,Treeflex,american,expensive,williamsburg,1:45,1.3,false
381,Fintone,italian,expensive,lower east side,1:24,3.9,false
382,Flowdesk,asian,medium,harlem,13:50,1.6,true
383,Pannier,american,cheap,flatiron,21:24,4.0,false
384,Domainer,asian,medium,soho,4:03,2.7,true
385,Stringtough,african,expensive,tribeca,0:46,3.3,true
386,Greenlam,middle eastern,medium,tribeca,13:42,3.3,true
387,Fix San,latin american,medium,williamsburg,0:37,4.6,false
388,Pannier,french,cheap,greenwich village,12:05,1.0,true
389,Duobam,french,expensive,greenwich village,8:26,1.5,true
390,Viva,middle eastern,expensive,harlem,19:06,1.1,false
391,Temp,african,expensive,greenwich village,2:52,4.3,true
392,Wrapsafe,italian,cheap,tribeca,21:39,3.9,true
393,Sonair,italian,expensive,soho,17:22,4.2,false
394,Temp,middle eastern,medium,tribeca,2:35,2.3,true
395,Viva,french,expensive,soho,1:33,1.6,true
396,Bytecard,italian,cheap,harlem,7:25,1.1,true
397,Voyatouch,italian,medium,tribeca,7:27,1.4,true
398,Zathin,african,cheap,williamsburg,12:07,1.1,true
399,Job,italian,expensive,williamsburg,6:37,4.8,true
400,Flowdesk,asian,medium,williamsburg,20:40,3.4,true
401,Y-find,african,cheap,harlem,21:56,1.3,false
402,Wrapsafe,french,expensive,soho,6:55,1.0,false
403,Redhold,american,medium,williamsburg,20:23,2.4,true
404,Treeflex,african,cheap,upper east side,12:58,0.0,true
405,Quo Lux,asian,medium,williamsburg,19:41,2.0,false
406,Biodex,american,expensive,tribeca,3:34,2.3,false
407,Wrapsafe,asian,medium,upper east side,15:46,1.2,true
408,Bigtax,italian,expensive,soho,0:58,2.4,true
409,Bitchip,african,cheap,tribeca,6:58,4.3,false
410,Toughjoyfax,french,expensive,williamsburg,14:24,3.7,false
411,Job,middle eastern,cheap,harlem,14:58,3.5,false
412,Bitwolf,middle eastern,expensive,flatiron,11:22,2.6,false
413,Daltfresh,american,medium,tribeca,11:48,4.1,false
414,Zamit,latin american,expensive,flatiron,14:30,4.1,false
415,Kanlam,latin american,cheap,williamsburg,11:48,4.1,false
416,Toughjoyfax,italian,medium,flatiron,23:57,2.6,true
417,Andalax,latin american,expensive,harlem,3:26,3.8,true
418,Cookley,american,medium,flatiron,5:18,1.8,false
419,Prodder,italian,medium,upper east side,9:20,2.5,false
420,Mat Lam Tam,middle eastern,expensive,flatiron,22:19,1.0,true
421,Holdlamis,latin american,expensive,upper east side,0:21,1.9,true
422,Holdlamis,french,cheap,tribeca,17:14,3.4,true
423,Bitchip,italian,cheap,tribeca,9:42,3.4,true
424,Otcom,italian,medium,upper east side,3:19,3.5,true
425,Alpha,italian,medium,soho,15:38,4.0,false
426,Pannier,middle eastern,expensive,harlem,13:32,1.0,false
427,Flowdesk,italian,cheap,tribeca,5:59,0.7,false
428,Transcof,african,medium,upper east side,1:04,2.2,false
429,Fintone,middle eastern,cheap,harlem,13:04,0.6,false
430,Alpha,asian,cheap,harlem,21:25,3.7,true
431,Fixflex,latin american,expensive,harlem,5:06,3.9,false
432,Gembucket,french,expensive,upper east side,4:42,3.6,true
433,Konklux,italian,expensive,soho,15:35,3.9,true
434,Prodder,french,expensive,tribeca,4:53,1.6,true
435,Alphazap,italian,expensive,flatiron,3:47,3.9,true
436,Bamity,french,expensive,lower east side,15:43,2.4,false
437,Veribet,african,medium,flatiron,0:47,0.6,true
438,Sonair,middle eastern,medium,soho,11:27,0.8,true
439,Zamit,french,cheap,greenwich village,22:52,1.8,true
440,Flexidy,italian,medium,soho,5:02,2.9,true
441,Daltfresh,italian,medium,tribeca,19:52,0.3,true
442,Biodex,middle eastern,medium,tribeca,16:20,3.8,false
443,Tampflex,italian,medium,harlem,17:34,1.6,true
444,Toughjoyfax,latin american,medium,williamsburg,17:59,1.8,true
445,Cardguard,asian,expensive,harlem,8:31,0.1,true
446,Flowdesk,asian,expensive,greenwich village,17:30,3.0,false
447,Gembucket,african,expensive,soho,23:40,3.8,true
448,Tres-Zap,latin american,expensive,tribeca,14:07,3.5,true
449,Fintone,french,medium,soho,18:34,2.7,false
450,Overhold,french,medium,flatiron,14:43,4.8,true
451,Flexidy,middle eastern,medium,williamsburg,10:45,3.5,true
452,Tresom,latin american,cheap,harlem,2:57,0.4,true
453,Matsoft,middle eastern,expensive,flatiron,16:25,3.9,true
454,Solarbreeze,asian,cheap,soho,16:05,4.5,false
455,Bamity,american,expensive,harlem,10:47,3.1,true
456,Daltfresh,asian,cheap,williamsburg,15:07,4.9,true
457,Lotlux,latin american,medium,harlem,0:27,3.9,false
458,Latlux,latin american,cheap,williamsburg,11:08,3.2,false
459,Voltsillam,asian,cheap,williamsburg,15:37,0.5,true
460,Lotstring,french,cheap,flatiron,20:03,3.7,false
461,Tampflex,american,cheap,greenwich village,0:22,1.0,false
462,Stronghold,middle eastern,medium,soho,11:20,3.4,false
463,Toughjoyfax,african,expensive,lower east side,8:03,1.7,true
464,Wrapsafe,french,medium,lower east side,3:04,1.3,false
465,Daltfresh,asian,expensive,soho,10:14,2.5,false
466,Gembucket,french,expensive,upper east side,1:59,3.6,false
467,Vagram,middle eastern,medium,lower east side,21:39,0.5,false
468,Tempsoft,middle eastern,cheap,flatiron,18:18,0.4,false
469,Matsoft,african,expensive,greenwich village,2:50,4.8,false
470,Daltfresh,middle eastern,expensive,lower east side,21:20,4.0,true
471,Andalax,italian,cheap,greenwich village,19:03,1.3,true
472,Sonsing,american,expensive,tribeca,5:05,4.4,true
473,Bitchip,asian,medium,soho,2:56,4.4,true
474,Asoka,latin american,medium,lower east side,16:16,3.4,false
